,name,gender,meanings
6052,Sibilla,g,"prophetess, oracle"
6053,Sibley,u,brother or sister
6054,Sibyla,g,prophetess
6055,Sibylla,g,"prophet.,prophetess, oracle"
6056,Siddhima,g,achievement
6057,Sigfreda,g,victorious
6058,Sigfrieda,g,victorious
6059,Sigfriede,g,victorious
6060,Sigilwig,g,champion
6061,Sigismonda,g,victorious defender
6062,Sigismunda,g,victorious defender
6063,Signild,g,victorious
6064,Signilda,g,victorious
6065,Sigourney,u,the conqueror
6066,Sigrath,g,conquering advisor
6067,Sigrid,g,a beautiful victory
6068,Sigrun,g,a secret victory
6069,Sigun,g,daughter of volsung
6070,Sigyn,g,wife of loki
6071,Sihu,g,"flower,flower (hopi)."
6072,Sikta,g,wet
6073,Silambarasi,g,
6074,Silambu,g,an ornament
6075,Silke,g,the blind one
6076,Simbala,g,pond
6077,Simone,u,"it is heard,loud."
6078,Sinjini,g,sound of anklet
6079,Sinmora,g,wife of surt
6080,Sinobia,g,stranger
6081,Sinopa,g,"fox,fox (black foot)."
6082,Sinovia,g,stranger
6083,Sinsapa,g,ashok tree
6084,Sirikit,g,the name of a queen
6085,Sirisha,g,"flower,sacred"
6086,Sirpuhi,g,holy
6087,Sirvat,g,rose
6088,Sivakani,g,
6089,Sivasathi,g,
6090,Sivney,u,well-going
6091,Siya,g,sita
6092,Skyler,u,"learned one,phonetic spelling of schuyler.."
6093,Skyller,g,sky
6094,Skylor,u,"eagle,phonetic spelling of schuyler.."
6095,Skyrah,g,"eternal life, strength, love, and beauty."
6096,Smera,g,smiling
6097,Smriti,g,"recollection,memory"
6098,Smruti,g,memory
6099,Snana,g,jingles like bells
6100,Sneha,g,"affection,love"
6101,Snehal,u,"friendly,love; bring love to people"
6102,Snehalata,g,a love vine
6103,Snehelata,g,vine of love
6104,Snehi,g,friendly
6105,Snigda,g,affectionate
6106,Snigdha,g,"smooth tender,smooth, tender,"
6107,Snikitha,g,smiling face
6108,Snoes,g,sweet
6109,Snor,g,wife of karl
6110,Snora,g,wife of karl
6111,Sofi,g,wisdom
6112,Sofie,g,"wisdom,wise."
6113,Sofier,g,wise
6114,Sofiya,g,wisdom
6115,Sofiyko,g,wisdom
6116,Sofronia,g,wise
6117,Sohalia,g,"moon glow,moon-glow"
6118,Sohani,g,beautiful
6119,Sokanon,g,"rain,rain (algonquin)."
6120,Solace,u,comfort
6121,Solaiammal,g,garden girl
6122,Solange,g,sun angel/earth angel
6123,Solanlle,g,
6124,Solaris,u,of the sun
6125,Soleil,u,sun
6126,Sollalagi,g,articulate
6127,Solstice,g,sun exposure
6128,Solveig,g,from the strong house
6129,Solvig,g,champion
6130,Soma,u,"horn,moon-rays,"
6131,Somalakshmi,g,lustre of the moon
6132,Somansh,u,half moon
6133,Somatra,g,excelling the moon
6134,Somila,g,tranquil
6135,Somya,g,soft natured
6136,Sonal,g,golden
6137,Sonali,g,golden
6138,Sonaltasha,g,
6139,Sonechka,g,wise
6140,Soneera,g,clean water
6141,Sonja,g,wisdom
6142,Sonnehilda,g,sun battle maiden
6143,Sonnehilde,g,sun battle maiden
6144,Sonnenschein,g,sunshine
6145,Soodamani,g,pristine gem
6146,Sooleawa,g,"silver,silver (algonquin)."
6147,Soonera,g,
6148,Soorat,g,beauty
6149,Sophie,g,wisdom
6150,Sophronia,g,sensible
6151,Soroushi,g,happiness
6152,Sosamma,g,
6153,Soujanya,g,"one who is free, tender"
6154,Sourabhi,g,fragrance; the celestial cow
6155,Southern,u,from the south
6156,Sovann,u,gold
6157,Sowjanya,g,"freely available, tender"
6158,Sowmya,u,"polite,peace"
6159,Spencer,u,administrator
6160,Speranza,g,hope
6161,Spoorthy,g,inspiration
6162,Sravanti,g,"flowing, a river"
6163,Sreeja,g,
6164,Sreejata,g,
6165,Srichaitra,u,"1st month in indian calendar, beginning,month in indian calendar, beginning"
6166,Srihitha,g,
6167,Sripada,g,
6168,Srisha,g,flower
6169,Sristi,g,creation
6170,Sruti,g,
6171,Sslama,g,peaceful
6172,Stacey,u,resurrection
6173,Stacia,g,resurrection
6174,Stacie,g,resurrection
6175,Stacy,u,resurrection
6176,Stansie,g,constant
6177,Starbuck,u,"astronaut,star deer."
6178,Starla,u,bright star
6179,Starlene,g,star
6180,Starls,g,star
6181,Stasia,g,resurrection
6182,Stasio,u,stand of glory
6183,Stefana,g,a crown
6184,Stefania,g,crowned in victory
6185,Stefanie,g,crowned one
6186,Steffi,g,a garland or crown
6187,Steffie,g,nickname for stephanie
6188,Stefinia,g,crowned in victory
6189,Stephana,g,crowned in victory
6190,Stephania,g,crowned in victory
6191,Stephanie,u,"from stefanos - crown,the female version of the name stephan.."
6192,Stephene,g,crowned in victory
6193,Stephenie,g,form of steven crown
6194,Stheno,g,mighty
6195,Stockard,g,hardy tree
6196,Stokkard,g,hardy tree
6197,Strep,g,one who turns
6198,Strephon,g,one who turns
6199,Strephonn,g,one who turns
6200,Styx,g,a river of the under world.
6201,Suave,u,smooth
6202,Subarna,g,of the colour of gold
6203,Subbammal,g,
6204,Subha,u,"beautiful,"
6205,Subhaga,g,a fortunate person
6206,Subhagya,g,lucky
6207,Subhashini,g,"nicegirl,soft spoken; nice girl; well-spoken"
6208,Subhasini,g,softspoken
6209,Subhiksha,g,prosperous
6210,Subhuja,g,auspicious apsara
6211,Subiksha,g,
6212,Subodhini,g,a learned lady
6213,Subrata,u,"devoted to what is right,"
6214,Suchandra,g,beautiful
6215,Sucheta,g,"always alert,one with good mind"
6216,Suchin,u,"beautiful thought,means a beautiful thought"
6217,Suchitra,g,"beautiful picture,beautiful"
6218,Suckchen,g,peace and happiness
6219,Sudakshima,g,wife of king dilip
6220,Sudarshana,g,"handsome,"
6221,Sudarshini,g,beautiful lady sundari
6222,Sudeepa,g,bright
6223,Sudeepta,u,bright
6224,Sudeshna,g,"wife of king virata,"
6225,Sudesna,g,
6226,Sudipta,u,"bright,"
6227,Sudipti,g,"brightness,dazzling bright"
6228,Suditi,g,"bright, shining,"
6229,Sudzata,g,
6230,Sugandha,g,"fragrant,fragrany, yellow juhi"
6231,Suganya,g,
6232,Sugar,g,sugar
6233,Sugathri,g,
6234,Sugreeva,g,one with beautiful neck
6235,Suhag,g,love
6236,Suhaila,g,"canopous star,moonshine"
6237,Suhani,g,"pleasant,pleasant / pretty"
6238,Suhas,u,"laughter,one with beautiful smile/ laughter"
6239,Suhasini,g,"ever-smiling,one with beautiful laughter or smile"
6240,Suhavi,g,
6241,Sujala,g,affectionate
6242,Sujata,g,"of good caste,of good caste, beauty,"
6243,Sujaya,g,victory
6244,Sujitha,g,grreat conqurer
6245,Sukanya,g,comely
6246,Sukeshi,g,"with beautiful hari,one with beautiful hair"
6247,Sukriti,g,"good creation,beautiful creation"
6248,Sukruti,g,a good conduct
6249,Suksha,g,beautiful eyes
6250,Sukshma,g,fine
6251,Suksma,g,fine
6252,Sukumari,g,soft; meritorious
6253,Sukushi,g,noble
6254,Sulabha,g,"easy; natural,easy, tulsi (basil)"
6255,Sulaksha,g,lucky
6256,Sulakshana,g,"well brought up,one with good signs"
6257,Sulbha,g,easily available
6258,Sully,u,"from the south meadow.,dark-eyed"
6259,Suloch,u,"beautiful eyes,one with beautiful eyes"
6260,Sulochana,g,one with beautiful eyes
6261,Sumalee,g,a beautiful flower
6262,Suman,u,"flower,good natured, flower,"
6263,Sumana,g,"flower,good natured"
6264,Sumanolata,g,flowery
6265,Sumati,g,good minded
6266,Sumavali,g,garland
6267,Sumedha,g,"intelligence, very wise,intelligent"
6268,Sumi,g,"clear refined,"
6269,Sumitha,g,one who has a beautiful body
6270,Sumitra,g,"good friend,friendly,lakshman & shatrugna's mother, good friend"
6271,Sumona,g,calm
6272,Sunamya,g,
6273,Sunanda,g,"sweet charectered,white cow, beloved daughter"
6274,Sunandini,g,happy
6275,Sunayana,g,"a woman with lovely eyes,one with beautiful eyes"
6276,Sundown,u,"dusk, sunset"
6277,Suneeti,g,mother of dhruva
6278,Sunhild,g,sun battle maiden
6279,Sunhilda,g,sun battle maiden
6280,Sunhilde,g,sun battle maiden
6281,Sunila,g,blue
6282,Suniska,g,with beautiful smile
6283,Suniti,g,"same as sunita,"
6284,Sunki,g,"to catch up with,to catch up with (hopi)."
6285,Sunniva,g,gift of the sun
6286,Suprabha,g,"radiant,good light"
6287,Supreetha,g,beloved; endearing to all
6288,Suprema,g,loving
6289,Supriti,g,loving
6290,Supti,g,sleep
6291,Surabhee,g,"fragrance, wild basil, sandal wood"
6292,Surabhi,g,"wish-yielding cow fragrance.,beauty"
6293,Surabi,g,
6294,Suraksha,g,protection
6295,Surama,g,very pleasing
6296,Surangi,g,colourful
6297,Suranjana,g,pleasing
6298,Surasti,g,perfect
6299,Suravi,g,sun
6300,Suravinda,g,a beautiful yaksa
6301,Surbhi,g,. holy cow . surabhi means fragrance of a flower
6302,Surjit,g,
6303,Surotama,g,auspicious apsara
6304,Suruchi,g,"one with good taste,delighting"
6305,Surupa,g,beautiful
6306,Suryakanti,g,suns's rays
6307,Susane,g,lily
6308,Sushama,g,beauty
6309,Sushanti,g,"peace,complete peace"
6310,Sushila,g,"good conduct,good charactered woman,a modest girl"
6311,Sushma,g,beautiful woman
6312,Sushobhana,g,very beautiful
6313,Susumna,g,same as lalita
6314,Sutanuka,g,beautiful
6315,Suvali,g,full of grace
6316,Suvan,u,the sun
6317,Suvarna,g,"golden,gold, good complexioned"
6318,Suvarnaprabha,g,lustre of gold
6319,Suvarnmala,g,golden necklace
6320,Suvitha,g,"welfare, prosperity"
6321,Suzammi,g,combination of susan and annie.
6322,Svadhi,g,thoughtful
6323,Svanhild,g,swan or warrior
6324,Svanhile,g,swan or warrior
6325,Svaralipi,g,
6326,Svarnali,g,
6327,Svea,g,the swedish nation
6328,Svenhilda,g,swan or warrior
6329,Svenhilde,g,swan or warrior
6330,Sveta,g,bright light
6331,Svetla,g,gift
6332,Svetlana,g,light
6333,Svitra,g,white
6334,Swaantje,g,swanlike
6335,Swagata,g,welcome
6336,Swanhild,g,a swan of battle
6337,Swanhilda,g,swan battle maiden
6338,Swanhilde,g,swan battle maiden
6339,Swapna,g,"dream like,dream"
6340,Swapnali,g,"dreamlike,dream"
6341,Swapnasundari,g,dream girl
6342,Swarnalata,g,lustrous
6343,Swarnaprabha,g,golden light
6344,Swarupa,g,truth
6345,Swetha,g,white
6346,Sybella,g,"prophetess, oracle"
6347,Sybil,g,"prophet,prophetess."
6348,Sybilla,g,"prophetess, oracle"
6349,Sybyl,g,oracle
6350,Sybylla,g,prophet
6351,Sylvain,u,of the forest
6352,Sylwia,g,"polish form of sylvia, from the woods."
6353,Symona,g,it is heartd
6354,Synan,u,old
6355,Synneva,g,the suns gift
6356,Synnove,g,sun gift
6357,Syrinx,g,a nymph
6358,Taanusiya,g,a great devotee
6359,Taborri,g,voices that carry
6360,Tacey,g,silent
6361,Taci,u,washtub
6362,Tacincala,g,deer
6363,Tadewi,g,wind
6364,Tadi,u,wind
6365,Tahki,g,"cold,cold (algonquin)."
6366,Tahti,g,star
6367,Tahupotiki,g,beloved child
6368,Taigi,g,returning new moon
6369,Taipa,g,wingspan
6370,Taite,u,cheerful
6371,Takala,g,"corn tassel,corn tassel (hopi)."
6372,Takchawee,g,doeloving
6373,Takiyah,u,"pious righteous,morally upright, without sin.."
6374,Takoda,u,"friend to everyone,friend to everyone (sioux).."
6375,Takouhi,g,queen
6376,Talaith,g,"diadem,diadem."
6377,Talar,g,"from the headland in the field.,from the headland in the field.."
6378,Tale,g,green
6379,Taletha,g,damsel
6380,Talisha,g,damsel arise
6381,Tallara,g,rain
6382,Talli,u,"hero,young"
6383,Talutah,g,scarlet
6384,Tamali,g,a tree with very dark bark
6385,Tamarai,g,lotus
6386,Tamary,g,spice or palm tree
6387,Tamasa,g,a river; darkness
6388,Tamasi,g,night
6389,Tamasvini,g,night
6390,Tamatha,g,dear tammy
6391,Tamber,g,music pitch
6392,Tambre,g,"great joy, music"
6393,Tamilalagi,g,beautiful tamil
6394,Tamilammai,g,
6395,Tamili,g,tamil girl
6396,Tamiloli,g,brilliant
6397,Tamilvaani,g,
6398,Tamira,g,"a spice,magic"
6399,Tamsyn,g,tami
6400,Tamyra,g,a spice
6401,Tandice,g,team
6402,Taneesha,g,",ambition"
6403,Tangerine,g,from tangiers
6404,Tangia,g,the angel
6405,Tangwen,g,"legendary daughter of gweir.,legendary daughter of gweir.."
6406,Tangwystl,g,pledge of peace
6407,Taniamitra,g,friend of fairy queen
6408,Taniel,g,fem form of daniel
6409,Tanima,g,slenderness
6410,Tannar,u,leather worker
6411,Tanner,u,"worker in leather.,leather worker"
6412,Tannis,u,hide tanner
6413,Tannishtha,g,dedicated
6414,Tannistha,g,devoted
6415,Tansy,g,"flower,name of a flower (hopi)."
6416,Tanuja,g,daughter
6417,Tanuka,g,slender
6418,Tanulata,g,"slim, creeper like body,slim ( creeper - like body)"
6419,Tanupa,g,hunger
6420,Tanushi,g,
6421,Tanushri,g,"beauty,beautiful"
6422,Tanvee,g,"slender, beautiful, delicate"
6423,Tanzil,g,beautification of paradise
6424,Tapasi,g,a female ascetic
6425,Tapi,g,"name of a river,a river,name of river"
6426,Tappen,u,top of the hanging rock
6427,Tapti,g,"same as tapi,same as tapi, daughter of sun"
6428,Tarachand,u,star
6429,Taraka,g,"demon,star"
6430,Tarala,g,"honeybee,honey bee"
6431,Taran,u,"earth,raft, heaven"
6432,Taraneh,g,song
6433,Taranga,u,"a figure from legend,"
6434,Tarangini,g,a river
6435,Taranija,g,river yamuna
6436,Taregan,u,crane
6437,Tarian,g,"shield,shield."
6438,Tariana,g,holy hillside
6439,Tarin,u,"rocky hill,blend of tara high hill and erin from ireland. .."
6440,Tarjani,g,the first finger
6441,Tarkeshwari,g,parvati
6442,Tarla,g,nectar
6443,Tarli,g,star
6444,Tarni,g,salt water
6445,Tarpana,g,same as gayatri
6446,Tarren,g,"from the knoll,from the knoll."
6447,Tarulata,g,a creeper
6448,Taruna,g,young girl
6449,Taruni,g,"young girl,a young girl"
6450,Tarunima,g,youth
6451,Taryn,u,"irish hillside,thunder."
6452,Tarynn,g,blend of tara high hill and erin from ireland.
6453,Tasanee,g,beautiful view
6454,Tasida,g,a rider
6455,Tasmine,g,twin
6456,Tasya,g,resurrection
6457,Tateeyopa,g,her doorhappy hostess
6458,Tathra,g,beautiful country
6459,Tatini,g,river
6460,Tatyana,g,fairy queen
6461,Tave,u,from gustave
6462,Tavisha,g,heaven
6463,Tavishi,g,courage
6464,Taya,g,"from the name taylor,valley field."
6465,Tayce,g,silence
6466,Taylar,g,angel
6467,Taylor,u,"tailor,a tailor."
6468,Tayte,u,"cheerful.,happy"
6469,Tayten,u,"beautiful joy.,beautiful happiness"
6470,Tazanna,g,princess
6471,Teagan,u,"poet.,attractive"
6472,Teal,u,"greenish blue color,the bird teal; also the blue-green color.."
6473,Teca,g,"hungarian form of teresa, reaper."
6474,Tecla,g,renowned fame
6475,Tedra,g,supreme gift
6476,Tedre,g,supreme gift
6477,Teela,g,"strong willed,the bird teal; also the blue-green color.."
6478,Tefnut,g,atmospheric moisture
6479,Tegan,u,"beautiful person,good-looking.,beautiful."
6480,Tegau,g,fair pretty
6481,Tegeen,g,pearl harvest
6482,Tegwan,g,"beautiful and fair,beautiful and fair."
6483,Tehya,g,"precious,precious."
6484,Teige,u,"a poet,good-looking."
6485,Teigra,g,tiger
6486,Teiran,g,"strong willed, determined"
6487,Teja,g,radiant
6488,Tejal,u,"radiant,bright"
6489,Tejasvi,g,energetic; gifted; brilliant
6490,Tejaswini,g,"radiant,radiant, intelligent"
6491,Tejbir,g,the glory of the brave one
6492,Teji,g,radiant
6493,Tekla,g,devine fame
6494,Telema,g,distant fighter
6495,Teleri,g,"from the river tyleri,legendary daughter of peul.."
6496,Teli,u,a lamb
6497,Telly,u,"wise, best"
6498,Temenuzhka,g,violet
6499,Temperance,g,temperance. one of the qualities adopted as a first name by the puritans after the reformation..
6500,Tempest,g,"stormy,turbulent; stormy."
6501,Tempeste,g,stormy
6502,Temple,u,a sanctuary
6503,Tender,g,sensitive
6504,Teneil,u,not available
6505,Tenesea,u,gathering place near the water.
6506,Teness,g,not available
6507,Tennille,g,powerful and strong minded.
6508,Terena,g,from terence
6509,Termon,u,church land
6510,Terpsichore,g,muse of dance and iyric poetry.
6511,Terrahlyn,g,a combination of terrah and lynn.
6512,Terran,u,"earth,terran means earthman. variants are contemporary rhyming blends of ter- plus darin.."
6513,Terriana,g,innocent
6514,Terrica,u,from terri and erica
6515,Terrwyn,g,"brave,brave."
6516,Terryal,u,reaper
6517,Tertia,g,third
6518,Teryl,g,bright and vivacious
6519,Tesanee,g,beautiful rose
6520,Tessica,g,wealthy harvester
6521,Tethys,g,wife of oceanus
6522,Teuske,g,from teuna
6523,Tevy,g,angel
6524,Thaddea,g,courageous
6525,Thaddia,g,brave
6526,Thadea,g,courageous
6527,Thady,u,praise
6528,Thahiya,g,
6529,Thais,g,the bond
6530,Thaiyal,g,a lady
6531,Thalassa,g,the sea
6532,Thaleia,g,joyous muse of comedy
6533,Thalia,g,joyful
6534,Than,u,"death, briliant"
6535,Thaneesha,g,ambition
6536,Thangam,u,"gold; precious,gold"
6537,Thangamaari,g,precious
6538,Thangammal,g,golden girl
6539,Thankam,g,gold in tamil
6540,Thao,g,respectful of parents
6541,Tharisha,g,"wish, desire"
6542,Thaukt,g,a giant
6543,Theano,g,a divine name
6544,Theda,g,of the people also see theodora.
6545,Theeravalli,g,brave girl
6546,Thekla,g,divine fame
6547,Thel,u,upper story
6548,Thelred,u,well advised
6549,Themis,g,righteousness
6550,Themmangu,g,melodious song
6551,Thenammal,g,sweet as honey
6552,Thenral,g,breeze
6553,Theola,g,divine
6554,Theophilia,g,loved divinely
6555,Theora,g,a thinker or watcher
6556,Theore,g,watcher
6557,Theoris,g,great
6558,Thera,g,"harvester, reaper"
6559,Theresa,g,harvester
6560,Therese,g,from theresia
6561,Theresia,g,city in ancient greece
6562,Thermuthis,g,another form of renenet
6563,Theron,u,"untamed.,hunter"
6564,Theta,g,greek letter
6565,Thetis,g,mythical creature
6566,Thia,g,divine
6567,Thillaiammal,g,
6568,Thillaiarasi,g,
6569,Thir,g,wife of thrall
6570,Thira,g,untamed
6571,Thisbe,g,lover
6572,Thogai,g,feathers
6573,Thomasa,g,twin
6574,Thomasine,g,"feminine form of thomas, twin."
6575,Thooya,g,pure
6576,Thora,g,thunder
6577,Thorberta,g,the brilliance of thor
6578,Thorbiartr,g,brilliance of thor
6579,Thorbjorg,g,protected by thor
6580,Thordia,g,spirit of thor
6581,Thordis,g,the spirit of thor
6582,Thordissa,g,spirit of thor
6583,Thorfinna,g,wife of thorstein kuggason.
6584,Thorgerd,g,thors protection
6585,Thorgunn,g,thors fighter
6586,Thorgunna,g,thors fighter
6587,Thorhalla,g,daughter of asgrim
6588,Thorhild,g,thors maiden
6589,Thorhilda,g,thors maiden
6590,Thoridyss,g,spirit of thor
6591,Thorir,g,son of asa
6592,Thorkatla,g,wife of mord
6593,Thorunn,g,mother of bishop of bjorn
6594,Thorunna,g,mother of bishop of bjorn
6595,Thrine,u,the pure one
6596,Thrisha,g,intellectual
6597,Thron,u,throne seat of royalty
6598,Thrud,g,promised to alvis
6599,Thulasi,g,name of a fragrant holy plant
6600,Thumri,g,light classical melody
6601,Thuong,u,love tenderly
6602,Thurid,g,wife of thorstein the red
6603,Thuy,g,water
6604,Tiarni,g,generous one
6605,Tibelda,g,boldest
6606,Tibelde,g,boldest
6607,Tibeldie,g,boldest
6608,Tiberia,g,from the tiber
6609,Tienette,g,crowned with laurel
6610,Tiffany,u,"three, the trinity"
6611,Tiger,u,"powerful cat, tiger"
6612,Tila,u,good
6613,Tilaka,g,a kind of necklace
6614,Tilde,g,battle maiden
6615,Tille,g,battle maiden
6616,Tillie,g,"might, power"
6617,Tilottama,g,a celestial dancer
6618,Timandra,g,daughter of hero tyndareus.
6619,Timberly,g,tall ruler
6620,Timeus,u,perfect
6621,Timila,g,an instrument
6622,Tinka,g,the day
6623,Tiponi,g,"child of importance,child of importance (hopi).."
6624,Tiponya,g,great horned owl
6625,Tirranna,g,running water
6626,Tirtha,g,ford
6627,Tisiphone,g,a fury
6628,Tista,g,"tributary of ganga river in north india,a tributary of ganga river located in north india"
6629,Tisya,g,auspicious
6630,Titania,g,land of giants
6631,Tithi,g,date
6632,Titiksha,g,forgiveness
6633,Tiva,g,"dance,dance (hopi)."
6634,Tiwa,g,onions
6635,Tiya,g,"parrot,a bird"
6636,Tola,g,priceless
6637,Tolikna,g,coyotes long ear flapping
6638,Tolinka,g,coyotes ear
6639,Tolkin,g,wave
6640,Tolla,g,worthy of praise
6641,Topanga,g,where the mountain meets the sea.
6642,Topaza,g,form of topaz from the gem.
6643,Topo,u,mole gopher
6644,Topper,u,hill
6645,Topsy,g,the name of a little slave girl in uncle toms cabin by harriet beecher stowe..
6646,Toral,u,"hindu folk hero,a folk heroine"
6647,Torberta,g,brilliance of thor
6648,Toreth,g,"abundant,abundant."
6649,Torgunna,g,thors fighter
6650,Toril,g,female warrior
6651,Torlan,g,"from the river bank,from the river bank."
6652,Torn,u,"form of torrence,from the thom tree."
6653,Torne,g,new
6654,Torney,g,new
6655,Torny,g,new
6656,Torsha,g,name of a river
6657,Torunn,g,mother of bishop of bjorn thors love.
6658,Toski,g,squash bug
6659,Totsi,g,"moccasins (hopi).,moccasins"
6660,Toyah,g,toy
6661,Tracen,u,not available
6662,Trang,g,page
6663,Trapper,u,trapper
6664,Trava,u,fresh grasses
6665,Traviata,g,astray
6666,Treena,g,
6667,Tressam,g,reaper
6668,Treszka,g,"hungarian form of teresa, reaper."
6669,Treva,g,homestead near the sea
6670,Triage,u,emergency
6671,Tridhara,g,the river ganga
6672,Tridiva,u,heaven
6673,Triguni,g,the three dimensions
6674,Trilby,u,"a soft hat,sings with trills."
6675,Trillare,g,sings with trills
6676,Trine,g,innocent
