,name,gender,origin,meaning,url
38210,Douglas,Male,English,"Dark water. In the seventeenth century, this name was as popular for girls as for boys..",https://meaning-of-names.com/english-names/douglas.asp
38211,Douglas,Male,Ireland,flowing from the dark river.,https://meaning-of-names.com/irish-names/douglas.asp
38212,Douglas,M or F,Scottish,"From the Gaelic dubhglas meaning dark water, dark stream, or from the dark river. The Scottish Douglas clan had two historical branches: (Black Douglases and Red Douglases.) The lords of these clans figure in Sir Walter Scotts novels..",https://meaning-of-names.com/scottish-names/douglas.asp
38213,Douglass,Male,English,"Variant of Douglas: Dark water. In the seventeenth century, this name was as popular for girls as for boys..",https://meaning-of-names.com/english-names/douglass.asp
38214,Douglass,Male,Scottish,From the dark river. The Scottish Douglas clan had two historical branches: (Black Douglases and Red Douglases.) The lords of these clans figure in Sir Walter Scotts novels..,https://meaning-of-names.com/scottish-names/douglass.asp
38215,Dover,Male,Welsh,Water. A British seaport on the English channel..,https://meaning-of-names.com/welsh-names/dover.asp
38216,Doyt,Male,America,form of dwight - white fair one.,https://meaning-of-names.com/american-names/doyt.asp
38217,Dracon,Male,England,modern variant of drake dragon.,https://meaning-of-names.com/english-names/dracon.asp
38218,Drayce,Male,England,modern variant of drake dragon.,https://meaning-of-names.com/english-names/drayce.asp
38219,Dreda,Female,English,"Diminutive of Etheldreda: From the Old English name Aethelthryth, meaning noble and strength. Diminutive of Eldreda: The feminine form of Eldred, which is a variant of Aldred, meaning old counsel, or sage..",https://meaning-of-names.com/english-names/dreda.asp
38220,Dregen,Male,England,ruler of the fantasy world.,https://meaning-of-names.com/english-names/dregen.asp
38221,Drem,Male,Celtic,Mythical son of Dremidydd..,https://meaning-of-names.com/celtic-names/drem.asp
38222,Drew,M or F,Scottish,"Diminutive of Andrew: Manly. From the Greek Andrew. Has long been a popular Scottish name, because St. Andrew is the Patron Saint of Scotland after whom the town of St Andrews was named..",https://meaning-of-names.com/scottish-names/drew.asp
38223,Drina,Female,England,defender of mankind feminine of alexander.,https://meaning-of-names.com/english-names/drina.asp
38224,Drina,Female,Spanish,Short form of Alexandrina..,https://meaning-of-names.com/spanish-names/drina.asp
38225,Drogo,Male,German,An Old German name derived from dragen meaning to bear or carry..,https://meaning-of-names.com/german-names/drogo.asp
38226,Drue,Male,England,abbreviation of andrew manly.,https://meaning-of-names.com/english-names/drue.asp
38227,Drystan,Male,Welsh,Welsh form of Tristan full of sorrow..,https://meaning-of-names.com/welsh-names/drystan.asp
38228,Duach,Male,England,legendary son of gwawrddur.,https://meaning-of-names.com/english-names/duach.asp
38229,Duach,Male,Welsh,Legendary son of Gwawrddur..,https://meaning-of-names.com/welsh-names/duach.asp
38230,Duante,Male,Irish,Dark. Many Irish and Scottish names have the meaning dark or black...,https://meaning-of-names.com/irish-names/duante.asp
38231,Duayne,Male,Irish,Dark. Many Irish and Scottish names have the meaning dark or black...,https://meaning-of-names.com/irish-names/duayne.asp
38232,Duayne,Male,Spain,prosperous guardian variation of edward.,https://meaning-of-names.com/spanish-names/duayne.asp
38233,Dud,Male,English,"Diminutive of Dudley: From the peoples meadow. From a surname and place name derived from the Old English, meaning Duddas clearing. Famous bearer: Actor Dudley Moore..",https://meaning-of-names.com/english-names/dud.asp
38234,Dudly,Male,English,Variant of Dudley: Gathering field; meeting field..,https://meaning-of-names.com/english-names/dudly.asp
38235,Duffey,Male,Celtic,Variant of Duff: Dark-skinned..,https://meaning-of-names.com/celtic-names/duffey.asp
38236,Duffey,Male,Scotland,"derived from duff, dark-skinned.",https://meaning-of-names.com/scottish-names/duffey.asp
38237,Duffy,Male,Celtic,Variant of Duff: Dark-skinned..,https://meaning-of-names.com/celtic-names/duffy.asp
38238,Dugal,Male,Scotland,"derived from dougal, dark-skinned stranger.",https://meaning-of-names.com/scottish-names/dugal.asp
38239,Dugald,Male,Irish,"Variant of Dougal: From the Gaelic dubhgall, meaning dark stranger. Daugal was the nickname the Irish gave to the Vikings..",https://meaning-of-names.com/irish-names/dugald.asp
38240,Dugall,Male,Scotland,"derived from dougal, dark-skinned stranger.",https://meaning-of-names.com/scottish-names/dugall.asp
38241,Dughlas,Male,Ireland,"derived from dubhglas, black and gray.",https://meaning-of-names.com/irish-names/dughlas.asp
38242,Duke,Male,Irish,Diminutive of Marmaduke: Servant of Madoc (fortunate)..,https://meaning-of-names.com/irish-names/duke.asp
38243,Dulani,Male,Africa,malawian name meaning cutting.,https://meaning-of-names.com/african-names/dulani.asp
38244,Dull,Male,England,loves labours lost a constable.,https://meaning-of-names.com/english-names/dull.asp
38245,Dumaka,Male,Africa,nigerian name meaning help out.,https://meaning-of-names.com/african-names/dumaka.asp
38246,Dun,Male,Scotland,"diminutive of duncan, brown-skinned soldier.",https://meaning-of-names.com/scottish-names/dun.asp
38247,Duncan,Male,Gaelic,Dark warrior Brown-haired...,https://meaning-of-names.com/gaelic-names/duncan.asp
38248,Duncan,Male,Scottish,"From the Irish name Donnchadh, meaning brown warrior. Famous bearer: The Scottish king Duncan I was murdered by Macbeth in 1040..",https://meaning-of-names.com/scottish-names/duncan.asp
38249,Dune,Male,Scotland,"diminutive of duncan, brown-skinned soldier.",https://meaning-of-names.com/scottish-names/dune.asp
38250,Dunixi,Male,Basque,Basque form of Dionysus god of wine..,https://meaning-of-names.com/basque-names/dunixi.asp
38251,Dunmor,Male,Scotland,from the great hill fortress.,https://meaning-of-names.com/scottish-names/dunmor.asp
38252,Dunmore,Male,Scotland,from the great hill fortress.,https://meaning-of-names.com/scottish-names/dunmore.asp
38253,Dunn,Male,Scottish,Diminutive of Duncan: Brown-skinned soldier..,https://meaning-of-names.com/scottish-names/dunn.asp
38254,Durante,Male,Italian,Enduring. The Italian form of the Latin Durand..,https://meaning-of-names.com/italian-names/durante.asp
38255,Durdaana,Female,Africa,"derived from durdana, single pearl.",https://meaning-of-names.com/african-names/durdaana.asp
38256,Durga-Das,Male,India,servant of the goddess durga.,https://meaning-of-names.com/indian-names/durga-das.asp
38257,Dusa,Male,Czech-Republic,"derived from dusan, spirit.",https://meaning-of-names.com/czechian-names/dusa.asp
38258,Dusan,Male,Hebrew,Variant of Daniel: God is my judge..,https://meaning-of-names.com/hebrew-names/dusan.asp
38259,Dusanek,Male,Czech-Republic,"derived from dusan, spirit.",https://meaning-of-names.com/czechian-names/dusanek.asp
38260,Dushyant,Male,India,an emperor who married shakuntala.,https://meaning-of-names.com/indian-names/dushyant.asp
38261,Dust,Male,English,Diminutive of Dustin: Dusty place; brave soldier..,https://meaning-of-names.com/english-names/dust.asp
38262,Dusty,M or F,England,full of dust or valiant fighter.,https://meaning-of-names.com/english-names/dusty.asp
38263,Duwayne,Male,Irish,Dark. Many Irish and Scottish names have the meaning dark or black...,https://meaning-of-names.com/irish-names/duwayne.asp
38264,Duysek,Male,Czech-Republic,"derived from dusan, spirit.",https://meaning-of-names.com/czechian-names/duysek.asp
38265,Dwade,Male,England,dark traveler blend of dwayne and wade.,https://meaning-of-names.com/english-names/dwade.asp
38266,Dwayne,Male,Irish,From an Irish surname meaning black or dark. Many Irish and Scottish names have the meaning dark or black...,https://meaning-of-names.com/irish-names/dwayne.asp
38267,Dyana,Female,French,Divine. Mythological ancient Roman divinity Diana was noted for beauty and swiftness; often depicted as a huntress. Also Diana Princess of Wales..,https://meaning-of-names.com/french-names/dyana.asp
38268,Dyann,Female,French,Divine. Mythological ancient Roman divinity Diana was noted for beauty and swiftness; often depicted as a huntress. Also Diana Princess of Wales..,https://meaning-of-names.com/french-names/dyann.asp
38269,Dyanna,Female,French,Divine. Mythological ancient Roman divinity Diana was noted for beauty and swiftness; often depicted as a huntress. Also Diana Princess of Wales..,https://meaning-of-names.com/french-names/dyanna.asp
38270,Dylan,M or F,England,"born from the ocean, son of the sea.",https://meaning-of-names.com/english-names/dylan.asp
38271,Dylan,Male,Welsh,"Son of the wave, born near the sea, influence. Famous bearers: Welsh poet Dylan Thomas, American folk singer Bob Dylan..",https://meaning-of-names.com/welsh-names/dylan.asp
38272,Dympna,Female,Ireland,patron saint of the mentally ill.,https://meaning-of-names.com/irish-names/dympna.asp
38273,Dymtrus,Male,Croatia,ukrainian form of james supplanter.,https://meaning-of-names.com/croatian-names/dymtrus.asp
38274,Dynah,Female,Hebrew,"Avenged. Judged and vindicated. Famous bearer: biblical Dinah, Jacobs only daughter..",https://meaning-of-names.com/hebrew-names/dynah.asp
38275,Dyson,Male,England,"derived from dennison, dennis son.",https://meaning-of-names.com/english-names/dyson.asp
38276,D`Angelo,Male,Italian,Variant of Deangelo: From the angel..,https://meaning-of-names.com/italian-names/dangelo.asp
38277,D`arcy,M or F,French,from arcy.,https://meaning-of-names.com/french-names/darcy.asp
38278,Eadbard,Male,Ireland,"derived from eadbhard, rich protector.",https://meaning-of-names.com/irish-names/eadbard.asp
38279,Eaden,Male,Israel,"derived from eden, delight.",https://meaning-of-names.com/israeli-names/eaden.asp
38280,Eadgar,Male,English,"An Old English name meaning rich or happy (ead), and spear (gar)..",https://meaning-of-names.com/english-names/eadgar.asp
38281,Eadin,Male,Israel,"derived from eden, delight.",https://meaning-of-names.com/israeli-names/eadin.asp
38282,Eairrsidh,Male,Scotland,"derived from eairrdsidh, truly brave.",https://meaning-of-names.com/scottish-names/eairrsidh.asp
38283,Ealahweemah,Male,Native American,nez perce name meaning sleep.,https://meaning-of-names.com/native-american-names/ealahweemah.asp
38284,Ealaot Wadass,Male,Native American,nez perce name meaning earth.,https://meaning-of-names.com/native-american-names/ealaot-wadass.asp
38285,Ealaothek Kaunis,Male,Native American,nez perce name meaning birds landing.,https://meaning-of-names.com/native-american-names/ealaothek-kaunis.asp
38286,Eamon,Male,French,"Variant of Edmond: Prosperous protector. A French variant of the Old English name Eadmund, meaning rich or happy, and protection..",https://meaning-of-names.com/french-names/eamon.asp
38287,Eamonn,Male,French,"Variant of Edmond: Prosperous protector. A French variant of the Old English name Eadmund, meaning rich or happy, and protection..",https://meaning-of-names.com/french-names/eamonn.asp
38288,Eamonn,Male,Ireland,"derived from eamon, wealthy protector.",https://meaning-of-names.com/irish-names/eamonn.asp
38289,Eapalekthiloom,Male,Native American,nez perce name meaning mound of clouds.,https://meaning-of-names.com/native-american-names/eapalekthiloom.asp
38290,Eardley,Male,England,english place name and surname.,https://meaning-of-names.com/english-names/eardley.asp
38291,Eardly,Male,English,Variant of Eardley: English place name and surname..,https://meaning-of-names.com/english-names/eardly.asp
38292,Earl,Male,English,Nobleman. Based on the English title of Earl. Famous bearer: jazz pianist Earl Fatha Hines;..,https://meaning-of-names.com/english-names/earl.asp
38293,Earlie,Male,England,"derived from earl, noble leader.",https://meaning-of-names.com/english-names/earlie.asp
38294,Earline,Female,England,noble woman feminine of earl.,https://meaning-of-names.com/english-names/earline.asp
38295,Early,Male,English,Variant of Earl: Noble leader..,https://meaning-of-names.com/english-names/early.asp
38296,Earnest,Male,English,Variant of Ernest: Earnest..,https://meaning-of-names.com/english-names/earnest.asp
38297,Eashana,Male,India,one of the five faces of shiva.,https://meaning-of-names.com/indian-names/eashana.asp
38298,Easter,M or F,English,"From the name of the Christian festival, which is based on Eostre, the name of a Germanic spring goddess. Sometimes also used as a variant of Esther..",https://meaning-of-names.com/english-names/easter.asp
38299,Eatton,Male,England,"derived from eaton, river town.",https://meaning-of-names.com/english-names/eatton.asp
38300,Eatun,Male,England,from the riverside village.,https://meaning-of-names.com/english-names/eatun.asp
38301,Ebbaneza,Male,Hebrew,Variant of Ebenezer: Rock that helps. Ebeneezer Scrooge was the main character of Charles Dickens story A Christmas Carol..,https://meaning-of-names.com/hebrew-names/ebbaneza.asp
38302,Ebbe,Male,Scandinavia,"derived from esbjorn, divine bear.",https://meaning-of-names.com/scandinavian-names/ebbe.asp
