,name,gender,meanings
34888,Paramdeep,g,the lamp of the divine
34889,Paramesh,b,"the supreme lord, title for vishnu or shiva"
34890,Parameshwar,b,the supreme god
34891,Parameshwari,g,goddess durga
34892,Paramita,g,"friend of others,prowess"
34893,Paramjeet,b,highest success
34894,Paramjit,u,"heroic paranjay varun,the perfect winner; ultimate victorious,supremely victorious"
34895,Paranjay,b,lord of the sea
34896,Parantap,b,conquerrer
34897,Parantapa,b,conqueror; arjuna
34898,Paras,u,"touchstone,a stone ( mythical stone ) which can turn anything into gold"
34899,Parasha,g,born on good friday
34900,Parashar,b,"a renowned saint,an ancient"
34901,Parashie,g,born on good friday
34902,Parashuraam,b,"brave, an ancient sage"
34903,Parasme,b,"most superior, lord rama"
34904,Paratpara,b,greatest of the greats
34905,Paravasu,b,name of a sage
34906,Paravi,g,bird
34907,Parbar,g,a suburb
34908,Parbarti,g,surrender
34909,Parca,g,named for the furies
34910,Parcae,g,named for the furies
34911,Parcia,g,named for the furies
34912,Pareekshit,b,abhimanyu`s son
34913,Parees,b,touch stone
34914,Paresh,b,supreme spirit
34915,Paresha,b,lord of the lords. a name for lord rama
34916,Parfait,b,perfect
34917,Pari,g,"beauty fairy,fairy,beauty, fairy"
34918,Paridhi,u,"brilliant like sun,limit"
34919,ParidhiMatKalaignan,b,brilliant artist
34920,Parighosh,b,loud sound
34921,Parihan,g,a fairy
34922,Parijat,b,a celestial flower
34923,Pariket,b,against desire
34924,Parikshit,b,"an ancient king,tested one, son of abhimanyu"
34925,Parimal,b,perfume
34926,Parimala,g,
34927,Parimalan,b,
34928,Parimelalagan,b,
34929,Parina,g,fairy
34930,Parinda,g,bird.
34931,Parindra,b,lion
34932,Parinita,g,"expert,complete,expert, married woman"
34933,Paris,u,"the french capital.,downfall"
34934,Parisa,g,angelic face
34935,Parisch,b,lives near the church
34936,Parithosh,b,satisfaction
34937,Parithoshak,b,a prize
34938,Paritosh,b,"contentment,satisfaction"
34939,Parivita,g,extermely free
34940,Pariyat,g,flower
34941,Pariza,g,"fairy, flower."
34942,Park,u,"cypress tree,of the forest."
34943,Parke,b,of the forest
34944,Parker,u,park keeper
34945,Parkin,u,"little rock.,young peter"
34946,Parkins,b,son of parkin
34947,Parkinson,b,son of parkin
34948,Parlan,u,"from the name parlander,farmer."
34949,Parle,b,little rock
34950,Parlee,g,
34951,Parley,u,to speak
34952,Parmaarth,b,"highest truth, salvation"
34953,Parmanand,b,divine happiness
34954,Parmashta,b,a yearling bull
34955,Parmeet,b,"wisdom,"
34956,Parmenas,b,that abides or is permanent.
34957,Parmenides,b,
34958,Parmenion,b,
34959,Parmesh,b,lord vishnu
34960,Parmeshwari,g,goddess durga
34961,Parmida,g,princess
34962,Parmigianino,b,
34963,Parmila,g,
34964,Parminder,u,god of gods
34965,Parmita,g,wisdom
34966,Parnach,b,a bull striking or struck
34967,Parnad,b,a brahmin in the epics
34968,Parnal,u,leafy
34969,Parnall,b,little rock
34970,Parnashri,g,leafy beauty
34971,Parnassus,b,from pamassus
34972,Parnavi,g,bird
34973,Parnel,b,"surname derived from a medieval given name.,nineteenth-century irish nationalist charles parnell.."
34974,Parnell,b,"surname derived from a medieval given name.,nineteenth-century irish nationalist charles parnell.."
34975,Parnella,g,rock
34976,Parni,g,leafy
34977,Parnik,b,creeper
34978,Parnika,g,"a small leaf parvati,a small leaf, parvati"
34979,Parnita,g,auspicious apsara
34980,Paromita,g,
34981,Parosh,g,a flea the fruit of a moth.
34982,Parounag,b,grateful
34983,Parr,b,from the cattle enclosure
34984,Parrish,u,"lives near the church.,neighborhood"
34985,Parry,u,"son of harry,son of harry."
34986,Parsa,b,"pure,devout or abstemious person, pious."
34987,Parsefal,b,valley piercer
34988,Parshandatha,b,given by prayer
34989,Parsifal,b,valley piercer
34990,Parson,u,"minister, clergy"
34991,Parth,b,"king; arjun,name given by lord krishna to arjun; the person who never misses his target"
34992,Partha,b,"arjun,arjun, king,"
34993,Parthalan,b,"ploughman,son of the furrows."
34994,Parthapratim,b,like arjuna
34995,Parthasarathi,b,"charioteer of partha ( lord krishna),charioteer of partha (lord krishna)"
34996,Parthavi,g,goddess sita
34997,Parthenia,g,"maidenly, virginal"
34998,Parthenie,g,maidenly
34999,Parthenios,b,virgin
35000,Parthiv,b,prince of earth
35001,Parthivi,g,sita
35002,Partho,b,arjun - the hero of indian epic 'mahabharat'; variant of 'parth'
35003,Parthsarathy,b,the lord krishna
35004,Paruah,b,flourishing that flies away.
35005,Parul,g,"graceful, flow of water,name of a flower"
35006,Parvaneh,g,butterfly
35007,Parvani,g,"full moon,full moon; a special day"
35008,Parvat,b,mountain
35009,Parvateshwar,b,"god of mountains ( himalaya ),god of mountains, himalaya"
35010,Parvath,b,mountain
35011,Parvathi,g,goddess paarvathi
35012,Parvati,g,"daughter of the mountain,who lives in mountains, shiva's wife,daughter of himalaya, wife of lor shiva"
35013,Parvatinandan,b,"son of parvati ( ganesh / kartikeya),son of parvati, lord ganesh"
35014,Parveen,u,"star,very noble.,expert; a star"
35015,Parvesh,b,lord of celebration
35016,Parvez,b,success. name of a persian king.
35017,Parvin,g,pleiades cluster of stars
35018,Parvina,g,shining star.
35019,Parvini,g,festival
35020,Parzifal,b,hero of several arthurian stories.
35021,Pasach,b,thy broken piece
35022,Pascal,b,"easter child - lamb,born on passover."
35023,Pascala,g,born at easter
35024,Pascale,g,passover/easter
35025,Pascaline,g,born at easter
35026,Pascha,u,"to pass over, born on easter."
35027,Paschal,b,"born on passover.,born on passover"
35028,Pasclina,g,born at easter
35029,Pascoe,b,"derived from pascal, of easter."
35030,Pascual,b,"born on easter.,passover.,born on passover.,passover"
35031,Paseah,b,passing over halting
35032,Pasha,u,"to pass over, born on easter.,net, snare,a bond"
35033,Pashenka,b,little
35034,Pashunath,b,"lord of animals ( lord shiva, lion),lord of animals, lord shiva"
35035,Pashupati,b,"another name of shiva,animal farmer, lord shiva,lord of animals, lord shiva"
35036,Pashupriya,g,fond of all beings
35037,Pasi,b,king
35038,Pasiphae,g,wife of minos
35039,Pasithea,g,mother of pandion
35040,Pasqual,b,"passover.,passover"
35041,Pasquale,b,"born on easter,passover."
35042,Pastor,b,shepherd
35043,Pastora,g,shepherdess
35044,Pastore,g,shepherdess
35045,Pat,u,"of noble descent,fish.,patrician, noble. abbreviation of patrick..,patrician; noble. abbreviation of patrick.."
35046,Patag,b,sun
35047,Patak,b,a flag a banner
35048,Patakasu,b,small ant biting a person very hard.
35049,Patakin,b,holder of a banner
35050,Patala,g,goddess durga
35051,Patamon,b,"tempest,tempest."
35052,Patch,b,form of peter
35053,Pate,b,
35054,Pathik,b,traveller
35055,Pathin,b,traveller
35056,Pati,g,to break by twisting
35057,Patia,g,intellectually superior
35058,Patience,g,"from the virtue,enduring."
35059,Patiencia,g,patient
35060,Patientia,g,patient
35061,Patikrit,b,
35062,Patiyk,b,regal
35063,Patmanjari,g,a raga
35064,Patmanjiri,g,a raagini
35065,Patmos,g,mortal
35066,Patoj,b,lotus
35067,Paton,b,"from the warriors town.,royal"
35068,Patr,b,defender
35069,Patralekha,g,name from ancient epics
35070,Patralika,g,
35071,Patriarch,b,
35072,Patric,b,"patrician, noble form of patrick."
35073,Patrica,g,
35074,Patrice,u,"noble.,of noble descent"
35075,Patricia,u,"of noble descent,noble."
35076,Patricio,b,"patrician, noble form of patrick."
35077,Patrick,b,"nobleman,patrician, noble. romans society was divided into plebeians: (commoners) and patricians: (aristocrats). saint patrick - patron saint of ireland.."
35078,Patrido,b,noble
35079,Patrik,b,swedish form of patrick noble.
35080,Patrina,g,"of noble birth, one of purity, and beloved."
35081,Patrizia,g,noble
35082,Patrizio,b,noble
35083,Patroclus,b,achilles best friend
35084,Patryk,b,polish form of patrick noble.
35085,Patsy,u,from the name patricia
35086,Pattabhiram,b,sri ram lord rama enthroned.
35087,Pattammal,g,
35088,Pattappan,b,
35089,Pattarasan,b,
35090,Pattatharasi,g,queen
35091,Patten,b,from the warriors town
35092,Patti,g,
35093,Pattie,g,"diminutive of martha, lady."
35094,Pattin,b,from the warriors town
35095,Patton,b,from the warriors town
35096,Pattu,g,
35097,PattuNathan,b,
35098,Patty,g,"from the name patricia,diminutive of matilda: strength in battle. matilda was the wife of william the conqueror. used in australia as slang for a bushmans pack.."
35099,Patwin,b,"man,man."
35100,Patxi,b,free
35101,Pau,b,peace
35102,Pauel,b,little form of paul
35103,Paul,u,"small,little. biblical apostle and evangelist pauls letters to early christians comprise many new testament books.."
35104,Paul-Henri,b,
35105,Paul-Henri-Benjamin,b,
35106,Paula,g,small
35107,Pauleta,u,small
35108,Pauletta,g,little
35109,Paulette,g,small
35110,Pauli,g,"little.,little"
35111,Paulin,u,little
35112,Paulina,g,small
35113,Pauline,u,small
35114,Paulino,b,little form of paul
35115,Paulita,g,little
35116,Paulmi,g,
35117,Paulo,b,place of rest
35118,Pauloc,b,little rock
35119,Paulomi,g,
35120,Paulos,b,form of paul
35121,Pauls,b,small
35122,Paulsen,b,little. son of paul. surname..
35123,Paulson,b,little son of paul surname.
35124,Paulus,b,"small, little"
35125,Paunar,b,stem of lotus
35126,Paurav,b,a descendent of king puru
35127,Pauravi,g,",descendant from puru"
35128,Paurush,b,bravery
35129,Pausanias,b,
35130,Pauwau,g,"witch,witch (algonquin)."
35131,Pavak,b,fire
35132,Pavaka,b,purifies
35133,Pavaki,g,goddess saraswati
35134,PavalaKodi,g,
35135,PavalaMaalai,g,
35136,PavalaMani,g,
35137,PavalaValli,g,
35138,Pavalam,g,
35139,Pavalamuthu,b,
35140,Pavalan,b,king of poetry
35141,Pavan,u,"breeze,wind,air; wind"
35142,Pavana,g,"holy sacred,holy, sacred"
35143,Pavanaj,b,lord hanuman
35144,Pavani,g,goddess ganga
35145,Pavankumar,b,"bhim, hanuman ( son of the wind),bhim, hanuman (son of the wind)"
35146,"Pavansut, Pavanputra",b,"son of wind (bhim, hanuman)"
35147,Pavao,b,small
35148,Pavati,g,"clear water,clear water (hopi)."
35149,Pavel,b,little
35150,Pavi,g,
35151,Pavipv,b,little
35152,Pavit,b,pious
35153,Pavithra,b,holy pure
35154,Pavitra,u,"pure.,pure,tulasi"
35155,Pavla,u,little
35156,Pavlik,b,little form of paul
35157,Pavlina,g,little
35158,Pavlis,b,small
35159,Pavlo,b,little form of paul
35160,Pavlov,b,czechoslovakian for son of paul.
35161,Pavlus,b,small
35162,Pavlusha,b,little
35163,Pavlushka,b,little
35164,Pavlushshenka,b,little
35165,Pavlya,b,little
35166,Pawel,b,small
35167,Pawelek,b,small
35168,Pawl,b,polish form of paul little.
35169,Pax,u,"from the peaceful farm.,peace"
35170,Paxon,b,trader
35171,Paxton,u,"from the peaceful farm.,town of peace"
35172,Paxtun,b,from the peaceful farm
35173,Pay,b,"he is coming,he is coming."
35174,Payal,g,"foot ornament,anklets,anklet"
35175,Payas,b,water
35176,Payat,b,"he is coming,he is coming."
35177,Payatt,b,"he is coming,he is coming."
35178,Payden,b,from the fighters farm
35179,Payne,b,pagan
35180,Payod,b,cloud
35181,Payoj,b,lotus
35182,Payoja,g,lotus
35183,Paytah,b,"fire,fire (sioux)."
35184,Payten,g,
35185,Payton,u,"village,royal.,patrician; noble. form of patrick.."
35186,Paz,u,"golden.,peace or gold"
35187,Paza,g,"golden.,golden"
35188,Pazi,g,yellow bird
35189,Pazia,g,"golden.,golden"
35190,Pazice,g,"golden.,golden"
35191,Pazit,g,"golden.,golden"
35192,Peace,g,peaceful
35193,Peada,b,name of a prince
35194,Peadair,b,rock
35195,Peadar,b,"gaelic form of peter.,gaelic form of peter"
35196,Pearce,b,"form of piers from peter,form of piers from peter."
35197,Pearl,u,"a gem of the sea,pearl (after the name of the semi-precious jewel).."
35198,Pearla,g,precious
35199,Pearle,g,precious
35200,Pearlene,g,
35201,Pearley,b,
35202,Pearlie,u,"jewel,diminutive of pearl: pearl (after the name of the semi-precious jewel).."
35203,Pearlina,g,precious
35204,Pearline,g,precious
35205,Pearly,g,a jewel
35206,Pearroc,b,of the forest
35207,Pearson,b,"son of pierce,form of piers from peter."
35208,Peary Chand,b,
35209,Peaseblossom,b,a midsummer nights dream a fairy.
35210,Pebbles,g,small rocks
35211,Pechi,g,
35212,Pechiyammal,g,
35213,Pedaiah,b,redemption of the lord
35214,Pedanius,b,
35215,Pedar,b,danish form of peter
35216,Peder,b,stone
35217,Pedr,b,"a stone or rock,welsh form of peter rock."
35218,Pedra,g,"a rock.,stone"
35219,Pedrine,g,feminine of pedar
35220,Pedro,b,"a rock,portuguese form of peter, meaning stone, rock.."
35221,Peer,b,a rock
35222,Peers,b,a rock
35223,Peetambar,b,yellow robed
35224,Peetamber,b,yellow silk cloth
35225,Peetmat,g,from arabic fatimat
35226,Peeyush,b,nectar
35227,Peg,g,"diminutive of margaret which developed from rhyming with meg..,diminutive of margaret, pearl."
35228,Pegan,b,
35229,Pegasus,b,winged horse
35230,Pegeen,g,from margaret
35231,Peggie,g,
35232,Peggy,g,"variant of peg: diminutive of margaret which developed from rhyming with meg..,form of margaret child of light."
35233,Pehlaj,b,first born
35234,Pehr,u,phase/ time of day.
35235,Peigi,g,"peg.,pearl"
35236,Peirce,b,rock
35237,Peirene,g,lover of poseidon
35238,Peisistratos,b,
35239,Peisistratus,b,son of nestor
35240,Peissawg,b,"legendary king of brittany.,legendary king of brittany.."
35241,Pekah,b,"he that opens, that is at liberty."
35242,Pekahiah,b,it is the lord that opens
35243,Pekar,b,baker
35244,Pekelo,b,stone
35245,Pekka,b,stone
35246,Pekod,b,"noble, rulers"
35247,Pelagia,g,sea
35248,Pelagius,b,
35249,Pelaliah,b,entreating the lord
35250,Pelatiah,b,"let the lord deliver, deliverance of the lord."
35251,Pelayo,b,
35252,Peleg,b,a brook / a sect
35253,Pelethites,b,"judges, destroyers"
35254,Peleus,b,father of achilles
35255,Pelham,u,town of fur skin
35256,Peli,b,"fortunate.,happy"
35257,Pelias,b,son of poseidon
35258,Pelicia,g,weaver
35259,Pelipa,g,lover of horses
35260,Pell,b,mantle
35261,Pellam,b,father of pelles
35262,Pellanor,b,name of a king
35263,Pellean,b,percivals father
35264,Pelleas,b,a fisher king
35265,Pelles,b,a fisher king
35266,Pellikita,g,happy
35267,Pellinore,b,name of a king
35268,Pellkita,g,happy
35269,Pello,b,stone
35270,Pellonia,g,invoked to ward off enemies.
35271,Pelltun,b,from the pool farm
35272,Pelonite,g,falling secret
35273,Pelopia,g,mother of aegisthus
35274,Pelops,b,father of atreus
35275,Pelton,b,town by the lake
35276,Pelé,b,
35277,Pemba,u,the force of present existence.
35278,Pembroke,u,"a broken hill,lives in the headland."
35279,Pemphredo,g,sister of the gorgons
35280,Pemton,b,from the pool farm
35281,PenIlyn,b,from the lakes headland.
35282,Penarddun,g,"mythical daughter of beli,mythical daughter of beli..,legendary daughter of beli.."
35283,Penates,b,god of the household
35284,Penda,g,loved
35285,Pendragon,b,from the dragons enclosed land.
35286,Penelope,g,"dream weaver,variant of fenella: white shoulder. from fionnghuala or fionnuala.."
35287,Pengana,g,a hawk
35288,Penha,u,beloved
35289,Peni,g,weaver
35290,Peniel,b,face or vision of god that sees god.
35291,Penilyn,b,from the lakes headland
35292,Penina,g,"pearl.,pearl"
35293,Peninah,g,"pearl.,pearl"
35294,Penine,g,rock
35295,Peninna,u,pearl coral
35296,Peninnah,g,pearl precious stone the face.
35297,Penleigh,b,from the enclosed pasture meadow.
35298,Penley,b,from the enclosed pasture meadow.
35299,Penn,u,"corral,commander.,from the peak."
35300,Pennalagu,g,beautiful
35301,Pennarasi,g,queen
35302,Penney,g,silent worker
35303,Penni,g,
35304,Pennie,g,silent worker
35305,Pennleah,b,from the enclosed pasture meadow.
35306,Pennsylvania,u,penns land
35307,Penny,g,silent worker
35308,Penrith,b,from penrith
35309,Penrod,b,famous commander
35310,Penrose,b,the end or top of the moor.
35311,Pensee,g,thoughtful
35312,Pentapolis,g,five cities
35313,Pentecost,g,fiftieth
35314,Penthea,g,the fifth
35315,Penthesilea,g,a queen of the amazons
35316,Pentheus,b,a king of thebes
35317,Penthia,g,born fifth
35318,Penton,b,from the enclosed farm
35319,Penuel,b,face or vision of god that sees god.
35320,Penvro,b,"from pembroke,from pembroke."
35321,Penwyn,b,the fair-haired one
35322,Penélope,g,
35323,Peony,g,physician of the gods
35324,Pepa,g,god shall add
35325,Pepe,b,he shall add
35326,Pephredo,g,dread
35327,Pepi,b,
35328,Pepik,b,god will add
35329,Pepillo,b,he shall add
35330,Pepin,b,determined
35331,Pepita,g,"he shall add,feminine form of joseph: may jehovah add and give increase.."
35332,Pepper,g,from the pepper plant
35333,Pepperell,b,piper
35334,Peppi,b,petitioner
35335,Peppin,b,name of a king
35336,Peppino,b,italian form of joseph he adds.
35337,Per,b,a rock
35338,Perahta,g,glorious
35339,Peralagan,b,very handsome
35340,Peralagi,g,great beauty
35341,Perarasan,b,king of kings
35342,Perazim,g,divisions
35343,Perce,b,diminutive of percival: pierces the valley. one of the knights of the round table who searched for the holy grail (in arthurian legend)..
35344,Perceval,b,"valley piercer,pierces."
35345,Percival,b,"piercing the valley,pierces the valley. one of the knights of the round table who searched for the holy grail (in arthurian legend).."
35346,Percy,b,"piercing the valley,diminutive of percival: pierces the valley.."
35347,Percyvelle,b,hero of several arthurian stories.
35348,Perdiccas,b,
35349,Perdita,g,lost woman
35350,Perdix,g,sister of daedalus
35351,Perdlx,b,killed by his uncle
35352,Perdy,g,from perdita
35353,Pere,b,stone
35354,Peredur,b,"legendary son of evrawg,legendary son of evrawg."
35355,Peredwus,b,name of a king
35356,Peregrina,g,wanderer
35357,Peregrine,u,"wanderer,the peregrine falcon is the bird most favored in the ancient sport of falconry.."
35358,Perekin,b,little rock
35359,Peren,g,traveller
35360,Peresh,b,horseman
35361,Perez,b,divided
35362,Perfecta,g,perfect
35363,Perga,g,very earthy
35364,Peri,g,lives in the mountains
35365,Pericles,b,a man with honour
35366,Perida,g,separation division
35367,Peridot,g,a green gemstone
35368,Perinbam,b,bliss
35369,Periphetes,b,son of hephaestus
35370,PeriyaNambi,b,self-confident
35371,PeriyaNayagi,g,
35372,PeriyaSami,b,
35373,PeriyaThambi,b,
35374,Periyannan,b,
35375,Perke,g,"devoted to god.,devoted to god"
35376,Perkin,b,little rock
35377,Perkins,b,son of perkin
35378,Perkinson,b,son of perkin
35379,Perla,g,a little sphere
35380,Perley,b,
35381,Permelia,g,
35382,Pernel,b,little rock
35383,Pernell,b,little rock
35384,Pero,b,rock
35385,Perouze,g,turquoise
35386,Peroz,b,
35387,Perpetua,g,"perpetual, continual"
35388,Perren,b,french form of peter
35389,Perri,u,wanderer
35390,Perrin,u,"french form of peter.,traveler"
35391,Perry,u,"rock,french form of peter.,son of harry."
35392,Perryn,b,french form of peter
35393,Persephone,g,daughter of demetra
35394,Persephonie,g,wife of hades
35395,Perseus,b,son of danae
35396,Pershing,b,
35397,Persia,u,
35398,Persis,g,woman from persia
35399,Persius,b,son of danae
35400,Pert,b,"from the thorn bush or thicket..,from the thorn bush or thicket."
35401,Perth,b,"thorny bush,from the thorn bush or thicket.."
35402,Pertinax,b,
35403,Pertras,b,rock
35404,Pertunda,g,junos surname
35405,Peru,b,rock
35406,Peruda,g,separation division
35407,Perumaan,b,great king
35408,Perumagal,g,
35409,Perumagan,b,
35410,Perumal,b,god venkateswaran
35411,PerumalSami,b,god venkateswaran
35412,Perumudi,b,great king
35413,PerunGeeran,b,
35414,Perunthagai,b,
35415,Peruvaludhi,b,
35416,Pervaiz,b,breeze.
35417,Pervez,b,
35418,Perweur,g,uncertain
35419,Perye,b,from the pear tree
35420,Perzsi,g,"devoted to god.,devoted to god"
35421,Perzsike,g,"devoted to god.,devoted to god"
